RECALL_ID|TOZAR_CD|TOZAR_TEUR|DEGEM|SHNAT_RECALL|BUILD_BEGIN_A|BUILD_END_A|SUG_RECALL|SUG_TAKALA|TEUR_TAKALA|OFEN_TIKUN|TKINA_EU|YEVUAN_TEUR|TELEPHONE|WEBSITE
"4387"|"011"|"CHEVROLET"|"CAVALIER"|"2004"|"1998-01-01"|"2001-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"התקנת ערכת צמת חוטים למתג ההתנעה"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"8699"|"027"|"ISUZU TRUCKS"|"TROOPER"|"2008"|"1998-01-01"|"2004-12-31"|"קמפיין שרות טכני"|"מנוע ומערכותיו"|"החלפת מזרקים במנועי דיזל"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"*884"|"WWW.UTI.CO.IL/CALLBACK-SERVICE"
"9075"|"011"|"CHEVROLET"|"IMPALA,MALIBU,LUMINA"|"2009"|"1998-01-01"|"2003-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"טיפות שמן עלולות לנזול בעת בלימה חזקה מהמנוע לסעפת הפליטה"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"10110"|"059"|"HUMMER"|"H3"|"2010"|"2006-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"הדבקת כונס אויר למכסה מנוע"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.UMISERVICE.CO.IL/?PG=RECALLCATEGORYID=1054"
"1102"|"012"|"CHRYSLER"|"STRATUS"|"2001"|"1998-01-01"|"1999-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"צינור בלם אחורי"|"בדיקה"|"M1"|"מכשירי תנועה ומכוניות 4002 בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"1111"|"012"|"CHRYSLER"|"STRATUS"|"2001"|"1997-01-01"|"1997-12-31"|"קמפיין שרות טכני"|"חגורות בטיחות"|"כיסוי לעוגנים העליונים של חגורת הבטיחות"|"בדיקה"|"M1"|"מכשירי תנועה ומכוניות 4002 בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"5430"|"012"|"CHRYSLER"|"VISION"|"2005"|"1995-01-01"|"1999-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"החלפת לחצן בידית ההילוכים"|"החלפה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"9107"|"030"|"JEEP"|"GRAND CHEROKEE,COMMANDER"|"2009"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"עדכון מחשב בקרת בלמים אלקטרונית"|"בדיקה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"JEEP.CO.IL"
"9108"|"030"|"JEEP"|"WRANGLER"|"2009"|"2007-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"מחשב בקרת זרם"|"בדיקה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"JEEP.CO.IL"
"10045"|"030"|"JEEP"|"GRAND CHEROKEE"|"2010"|"2007-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"החלפת בלמים"|"בדיקה"|"M1"|"מכשירי תנועה ומכוניות 4002 בעמ"|"*8545"|"JEEP.CO.IL"
"1152"|"047"|"ROVER"|"FREELANDER"|"2001"|"2000-06-01"|"2001-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"מגע רופף בצמת מתלה"|"בדיקה"|"M1"|"חברת המזרח"|"03-9213588"|""
"9116"|"034"|"LAND ROVER"|"DISCOVERY 3"|"2009"|"2006-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"צינור וואקום בלם"|"בדיקה"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"11131"|"003"|"HONDA"|"GOLD WING"|"2012"|"2001-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"שידרוג מערכת משאבת בלם אחורי"|"החלפה"|"L3"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11139"|"027"|"ISUZU TRUCKS"|"F-SERIES"|"2012"|"2008-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"התאמת מושב כיסא נהג"|"בדיקה"|"N3"|"יוניברסל משאיות ישראל בעמ"|"*884"|"WWW.UTI.CO.IL/CALLBACK-SERVICE"
"11140"|"027"|"ISUZU TRUCKS"|"N-SERIES"|"2012"|"2008-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"התאמת מתג רוורס"|"בדיקה"|"N3"|"יוניברסל משאיות ישראל בעמ"|"*884"|"WWW.UTI.CO.IL/CALLBACK-SERVICE"
"11145"|"104"|"BOMBARDIER"|"BRP"|"2012"|"2010-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"בדיקת ציר מערכת הגה כוח  DPS"|"בדיקה"|"L3"|"אבניר חברה לרכב בעמ"|"03-5158817,03-5158871"|""
"11156"|"057"|"VOLKSWAGEN"|"TRANSPORTER,T5"|"2012"|"2003-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיימת אפשרות של המשך פעולת מאווררי המנוע לאחר כיבוי הרכב שעלול לפרוק את המצבר"|"טיפול"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11158"|"040"|"NISSAN"|"JUKE"|"2012"|"2010-03-08"|"2012-01-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חיישן לחץ דלק"|"בדיקה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11159"|"009"|"BMW"|"E60,E61,E63,E64"|"2012"|"2003-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"מערכת חשמל"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11166"|"040"|"NISSAN"|"PATHFINDER"|"2012"|"2011-01-02"|"2012-03-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"רתמה חשמלית של מושב נהג"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11176"|"027"|"ISUZU TRUCKS"|"NEES"|"2012"|"2005-01-02"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"החלפת לוח שעונים"|"החלפה"|"N1"|"יוניברסל משאיות ישראל בעמ"|"*884"|"WWW.UTI.CO.IL/CALLBACK-SERVICE"
"11177"|"105"|"SUZUKI MOTORCYCLES"|"GSX-R"|"2012"|"2011-01-02"|"2011-12-31"|"קמפיין שרות טכני"|"אביזרים"|"החלפת מתג רגלית הצד באופנוע"|"החלפה"|"L3"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11182"|"050"|"SEAT"|"IBIZA"|"2012"|"2010-01-01"|"2012-07-01"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"תיקון מיקום ידית פתיחת מכסה מנוע"|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11186"|"105"|"SUZUKI MOTORCYCLES"|"GSX-R,1000"|"2012"|"2009-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"מרכב ושילדה"|"החלפת בורגי רגלית הצד"|"בדיקה"|"L1"|"אבניר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL/RECALLS"
"11187"|"003"|"HONDA"|"CIVIC,JAZZ"|"2012"|"2009-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"שידרוג תוכנה של בקר ההילוכים האלקטרוני ובדיקת תקינות ידית ההילוכים"|"עדכון תוכנה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11188"|"011"|"CHEVROLET"|"UPLANDER"|"2012"|"2009-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"טיפול בצינור בלם אחורי שמאלי שעלול להשתפשף בכבל בלם חניה ולהוביל לנזילת שמן מהבלמים"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11189"|"031"|"KAWASAKI"|"EX250,K8/9/A/B/C"|"2012"|"2008-01-01"|"2012-06-30"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"החלפת תושבת חיישן ההתהפכות"|"החלפה"|"L1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/RECALL"
"11194"|"031"|"KAWASAKI"|"ZG1400,GTR1400"|"2012"|"2012-01-01"|"2012-08-22"|"קמפיין שרות טכני"|"בלמים"|"זרוע משאבת בלם אחורית"|"החלפה"|"L3"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/RECALL"
"11198"|"011"|"CHEVROLET"|"AVEO,OPTRA,EPICA,CAPTIVA"|"2012"|"2007-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"תחושת ספוגית בעת לחיצה על דוושת הבלם"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11200"|"002"|"MAZDA"|"TRIBUTE"|"2012"|"2001-02-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"כבל מצערת המנוע"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"11203"|"001"|"TOYOTA"|"AVENSIS"|"2012"|"2008-10-22"|"2011-01-18"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"בדיקת אום אבטחה למוטות כיוון סרן אחורי"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11204"|"001"|"TOYOTA"|"RAV4"|"2012"|"2005-10-31"|"2010-10-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"בדיקת אום אבטחה למוטות כוון סרן אחורי"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11205"|"001"|"TOYOTA"|"COROLLA,CAMRY,RAV4,AURIS,YARIS"|"2012"|"2006-10-04"|"2008-12-18"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"בדיקת יחידת הפעלה למרימי שמשות חשמליים (צד נהג)"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11208"|"003"|"HONDA"|"INTEGRA  NC  700 X,700S"|"2012"|"2012-01-01"|"2012-10-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"בדיקת שרשרת ההינע"|"בדיקה"|"L1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11223"|"039"|"MITSUBISHI"|"CANTER"|"2012"|"2012-01-01"|"2012-11-18"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"החלפת החובקים בצנרת נוזל תיבת הילוכים"|"החלפה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"11225"|"001"|"TOYOTA"|"PRIUS"|"2012"|"2005-01-02"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"בדיקת משאבת מים לקירור מערכת ההיברידית"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11226"|"001"|"TOYOTA"|"PRIUS"|"2012"|"2005-01-02"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"בדיקת עמוד ההגה עקב חשש להיווצרות חופש מוגבר באחד ממרכיביו"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11227"|"003"|"HONDA"|"CR-V"|"2012"|"2002-01-01"|"2006-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הבטיחות"|"בדיקת מפסק הרמת חלונות"|"בדיקה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11230"|"009"|"BMW"|"X5,X6"|"2012"|"2006-01-01"|"2012-11-20"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"כשל בבורג  גלגלת רצועת אביזרי מנוע"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11242"|"011"|"CHEVROLET"|"MALIBU"|"2013"|"2008-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"כבל בורר ההילוכים"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11248"|"001"|"TOYOTA"|"LEXUS IS250"|"2013"|"2005-01-02"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הבטיחות"|"בדיקת מרווחים והתאמת אומי זרוע המגב"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11249"|"026"|"HYUNDAI"|"VELOSTER"|"2013"|"2011-11-01"|"2013-02-28"|"תקלה סידרתית בטיחותית"|"אחר"|"זכוכית חלון גג,חשש לחוסר התאמה בן זכוכית הגג הפנורמית למסילות"|"בדיקה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"11251"|"009"|"BMW"|"X5"|"2013"|"2006-05-31"|"2010-03-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חדירת שמן מנוע למגבר הבלם"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11254"|"040"|"NISSAN"|"JUKE"|"2013"|"2012-06-07"|"2012-07-04"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"החלפת כרית אוויר בצד הנהג עלולים להיווצ,ר חורים קטנים בכרית"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11256"|"031"|"KAWASAKI"|"W800"|"2013"|"2011-01-02"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"כשל במשאבת הדלק"|"החלפה"|"L1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/RECALL"
"11260"|"026"|"HYUNDAI"|"VELOSTER"|"2013"|"2011-01-02"|"2012-02-28"|"תקלה סידרתית בטיחותית"|"בלמים"|"בלם החניה אינו משתחרר באופן מלא בעת שחרור ידית בלם החניה"|"בדיקה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"11261"|"002"|"MAZDA"|"6"|"2013"|"2002-03-01"|"2003-02-28"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"כשל במערכת הניפוח של כרית אוויר בצד הנוסע"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"11262"|"041"|"PEUGEOT"|"208"|"2013"|"2012-12-02"|"2013-04-30"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"בדיקת אבטחת הנעילה של האום המרכזי בטבורי הגלגלים האחוריים"|"בדיקה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"11265"|"039"|"MITSUBISHI"|"HUNTER,L200"|"2013"|"2012-01-01"|"2013-05-09"|"תקלה סידרתית בטיחותית"|"מערכת הבטיחות"|"עדכון תוכנת מחשב מנוע , בדיקות חיווט רתמת מד זרימת אוויר AFS בכדי למנוע אפשרות לסתימת מסנן חלקיקים הגורמת להספק מנוע ירו"|"בדיקה"|"N1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"11266"|"040"|"NISSAN"|"MICRA"|"2013"|"2012-07-01"|"2013-05-01"|"תקלה סידרתית בטיחותית"|"בלמים"|"משאבת בלם מרכזית ,מרחק הבלימה עלול להיות ארוך יותר מהצפוי"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11267"|"001"|"TOYOTA"|"COROLLA,AVENSIS,AURIS,AVENSIS VERSO,YARIS,LEXUS"|"2013"|"2000-01-02"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש כי רכיב ניפוח  כרית האוויר של נוסע ליד נהג נפגם במהלך יצור או איחסון"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11268"|"009"|"BMW"|"E 46"|"2013"|"2001-01-01"|"2003-03-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"כשל במערכת הניפוח של כרית האוויר בצד הנוסע"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11270"|"026"|"HYUNDAI"|"TUSCON,SANTA FE"|"2013"|"2008-01-01"|"2013-05-01"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"ליקוי מתג אור בלם  אשר יכול להשפיע על אורות הבלם, הדלקת נורת ESP ותפקוד מערכת בקרת השיוט"|"החלפה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"11271"|"051"|"SKODA"|"CITI GO"|"2013"|"2013-01-01"|"2013-05-27"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"עדכון יחידת בקרה של כריות אוויר. יתכן שיחידת הבקרה אינה מסוגלת לזהות תקלות במערכת כריות הצד"|"עדכון תוכנה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11274"|"023"|"FORD"|"EXPLORER"|"2013"|"2012-01-01"|"2013-05-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חשש לכשל בפתח יציאת הדלק ממשאבת הדלק  העלול לגורם לנזילת דלק"|"טיפול"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"11276"|"040"|"NISSAN"|"ALMERA,WINNER,TERRANO,PATROL"|"2013"|"2013-01-01"|"2013-06-09"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"יחידת הניפוח בכרית אויר בצד הנוסע, עלולה לגרום ללחצים חריגים ביחידה ולהיפרדות בית כרית האוויר"|"בדיקה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11277"|"001"|"TOYOTA"|"PRIUS"|"2013"|"2009-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאי תקינות מגבר בלם"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11280"|"039"|"MITSUBISHI"|"OUTLANDER GF6W"|"2013"|"2013-01-01"|"2013-06-23"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"עדכון תוכנת מערכת בקרת שיוט אדפטיבית"|"בדיקה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"11285"|"037"|"MAN"|"TGX,TGS,TGA"|"2013"|"2005-01-02"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"החלפת ברגים למכסה ראש מנוע והתקנת מחצלת ספיגה למניעת נזילת שמן"|"החלפה"|"N1"|"מכשירי תנועה ומשאיות"|"03-9639000,  252*"|"WWW.MAN.CO.IL"
"11286"|"039"|"MITSUBISHI"|"OUTLANDER GF0W"|"2013"|"2013-01-01"|"2013-07-04"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"ליקוי בתהליך היצור של מחשב ההגה החשמלי"|"החלפה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"11287"|"003"|"HONDA"|"FRV,S2000"|"2013"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"בדיקת תזוזת גוף מגבר הבלם, העלול להשפיע על מרחק הבלימה של הרכב"|"בדיקה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11288"|"011"|"CHEVROLET"|"TRAIL BLAZER"|"2013"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"מתג נעילת חלונות ודלתות בדלת הנהג"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11289"|"001"|"TOYOTA"|"SPACE VERSO,YARIS"|"2013"|"2010-01-03"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"חשש לתפקוד לקוי של ממסר אספקת מתח למגבר הגה חשמלי"|"טיפול"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11290"|"003"|"HONDA"|"CIVIC,JAZZ,STREAM"|"2013"|"2001-01-01"|"2003-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"יחידת  הניפוח של כרית אויר בצד הנוסע, עלול לפגוע בתפקוד המכונית"|"החלפה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11293"|"001"|"TOYOTA"|"YARIS"|"2013"|"2013-01-01"|"2013-05-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש כי מחברי צנרת הבלמים לגלגלים האחוריים אינם מהודקים כנדרש"|"הידוק"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11294"|"107"|"GREAT WALL MOTORS"|"STEED"|"2013"|"2011-01-02"|"2013-09-01"|"תקלה סידרתית בטיחותית"|"בלמים"|"החלפת צינור בלם קידמי ימני,קיים חשש לנזילת שמן"|"החלפה"|"M1"|"חברת המזרח"|"*9669"|"WWW.GREATWALL.CO.IL/RECALL.ASP"
"11296"|"063"|"LEXUS"|"RX400H"|"2013"|"2004-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"בדיקת תקינות יחידת ממיר המתח במערכת ההיברידית"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11297"|"029"|"JAGUAR"|"XF"|"2013"|"2012-01-01"|"2014-01-01"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"בדיקת צינור דלק תיתכן נזילה מצינור /מסילת עודפי הדלק"|"בדיקה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*8998"|"WWW.JAGUAR.CO.IL/SERVICE"
"11302"|"003"|"HONDA"|"SH 125"|"2013"|"2013-01-01"|"2013-10-06"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"היתכנות לפגם במבנה הפנימי של משאבת הדלק לכן יש להחליפה במשאבה מדגם חדש בעל מבנה פנימי משופר"|"החלפה"|"L1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
